학부,제목,링크,내용,작성일
전자컴퓨터공학부,2025학년도 1학기 국가장학금 2차 신청 안내(2/4~3/18 18:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/907154/artclView.do,"2025학년도 1학기 국가장학금 2차 신청 일정을 다음과 같이 안내하오니, 국가장학금 신청 바랍니다.가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생  * 재학생은 국가장학금 1차 신청 원칙(2차 신청 시 재학 중 2회에 한해 수혜 가능)나. 신청기간: '25. 2. 4.(화) ~ 3. 18.(화) 18:00  - 서류제출 및 가구원 정보제공 동의 기간:  '25. 2. 4.(화) ~ '25. 3. 25.(화) 18:00   ※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감   ※ 여수캠퍼스 학생:",2025-01-31 16:20:23.0
전자컴퓨터공학부,2025학년도 1학기 전자컴퓨터공학부 수강신청 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/906894/artclView.do,"2025학년도 1학기 전자컴퓨터공학부 수강신청 안내※ 타과 개설 교과목 여석 문의 시 전화 예절을 지켜주시기 바랍니다. ❏ 수강신청 방법수강신청 방법전남대학교 포털(http://portal.jnu.ac.kr) ➔ 로그인 ➔ 교육지원 ➔ 내학사행정 ➔ 수업 ➔ 수강신청 ➔ 수강신청(학부) 또는 수강신청(간편)신입생 로그인 정보포털 아이디(학생 계절) 발급 후 수강신청 가능▸ 가입방법 : 전남대포털 ➔ 회원가입하기 ➔ 약관동의 ➔ 본인확인 ➔ 학번확인 ➔ 회원가입 ➔ 완료※ 학적에 등록된 성명, 생년월일, 학번 정보가 일치 하지 않으면",2025-01-23 15:40:52.0
전자컴퓨터공학부,KT에이블스쿨 7기 지역인재 추천제 모집 안내(~2/9),https://eceng.jnu.ac.kr/bbs/eceng/3287/906665/artclView.do,"KT AIVLE스쿨 7기 지역인재 추천 안내드립니다.1. 신청기간 : ~2월9일(일)까지2. 신청방법 : [붙임2] 신청 서식 작성하여 이메일(eb8916@jnu.ac.kr) 제출3. 개요 - 에이블스쿨은?    KT의 인재양성 경험과 노하우를 외부로 확대, 대한민국 청년들을 기업 실무형 디지털 인재로 양성함과 더불어 일자리 창출에 기여하는 교육 프로그램 - 지역 추천제란?    지역을 잘 이해하고 인적 네트워크가 있는 우수한 지역인재를 대학, 지차제가 추천하고 KT가 선발, 육성하여 지역 미래인재 양성 및 일자리 창출에 기여(에이",2025-01-21 14:46:56.0
전자컴퓨터공학부,2025학년도 1학기 수강신청 시행 계획 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/906526/artclView.do,"2025학년도 1학기 수강신청 시행계획을 다음과 같이 알려드리며, 수강권 매매 방지를 위해 지정 시간 수강신청 제도가 운영됩니다.업무내용기간시간대상내용수강인원 조정 25.1.24.(금)~1.31.(금)09:00～18:00 전공: 강좌 주관학과 교양: 강좌 협력학과 학년별 수강인원 관리 자과/타과/부전공 수강인원 조정 분반정보의 사무실 번호 입력수강신청테스트 25.2.5.(수)10:00~12:00 학부 전 학년 공통 수강희망과목 예약 테스트14:00～18:00 수강신청 테스트※ 테스트 종료 후 신청 내역 일괄 삭제수강희",2025-01-20 09:56:04.0
전자컴퓨터공학부,2024학년도 느티나무 장학금 신청 안내(~1/31),https://eceng.jnu.ac.kr/bbs/eceng/3287/906252/artclView.do,"2024학년도 느티나무 장학을 다음과 같이 시행하오니 많은 학생들의 신청 바랍니다.가. 장학금액: 1인당 1,000천원 혹은 500천원 (기준별 상이)나. 지원기준 1) 대상: 학부 재적생(재학생, 등록휴학생)으로 다음 조건에 해당하는 자   - 국가고시, 공인자격증 등 당해연도 해당 시험에 1차 합격한 자   - 각종 대외활동 등을 통해 당해연도 당선 또는 수상한 자 2) 지원제한: 장학 공고일 기준( 25.1.15.) 미등록 휴학생, 근신 이상의 징계처분을 받은 자 3) 수혜횟수 제한: 동일 자격에 대해서는 1회만 지원다. 신청",2025-01-16 10:36:06.0
전자컴퓨터공학부,2025학년도 제1학기 등록 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/905095/artclView.do,"2025학년도 제1학기 등록금 납부를 다음과 같이 공고하니 등록에 차질 없으시기 바랍니다. 1. 기 간 : 2025. 2. 18.(화) ~ 2. 21.(금) 16:00까지 [4일간]2. 장 소 : 광주은행, 농협(지역농협 포함), 국민은행, 신한은행 전국 본 지점3. 등록금 분할납부 방법 가. 신청대상: 경제사정으로 정해진 기간내에 등록금 전액 납부가 어려워 분할납부하고자 하는 학생                     [신청제외자: 학부 및 대학원 신입생, 전액 장학금 수혜자, 미등록 휴학예정자, 수업연한초과자] 나. 신청기간 :",2025-01-06 17:33:27.0
전자컴퓨터공학부,2025학년도 1학기 법정장학 및 복지장학 신청 안내(~1/13 15:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/904814/artclView.do,2025학년도 1학기 재학생 등록금 감면 우선 선발 장학생을 선발하고자 하오니 해당 학생은 신청바랍니다.1. 제출기한: ~1월13일(월) 15:002. 제출방법: 학과사무실(공7-226) 방문 제출3. 법정장학   복지장학   특별장학 수혜자격 및 증빙서류구 분수혜자격증빙 서류장학금비고국가유공장학(법정장학) 독립유공자예우에 관한 법률 등 관련 법령에 따른 법정 장학 대상자 중 직전 학기 평균평점이 1.75(실점 70점) 이상인 자※ 국가유공자 등 본인은 성적 제한 없음 교육지원대상자증명서(본인) 또는 대학수업료등 면제대상자증명서,2025-01-03 11:32:44.0
전자컴퓨터공학부,재학생 대상 「2024년 영어학습센터 1:1 무료 코칭」안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/904120/artclView.do,"언어교육원에서는 우리 대학 학부 재학생의 자기주도 영어학습 성과 제고를 위해 영어학습센터 1:1 코칭 서비스를 다음과 같이 무료로 진행하고 있습니다. 학생들의 많은 참여 바랍니다.1. 목적 및 배경 가. 재학생 자기주도 영어학습 성과 제고를 위한 학습 지원 서비스 강화 나. 자기주도적 학습 역량 강화에 따른 영어 의사소통능력 함양2. 운영일정: 2024. 12. 20.(금) ~ 2025. 2. 21.(금) (상시 운영)3. 운영내용: 개인별 맞춤형 1:1 무료 코칭 (영역: 원어민 말하기, 원어민 글쓰기, START말하기, 학습전",2024-12-24 11:01:58.0
전자컴퓨터공학부,2025년 상반기 글로벌과정 ICT학점연계 프로젝트 인턴십 학생 모집 안내(~1/9 17:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/903973/artclView.do,"4차 산업시대 ICT 핵심기술분야 인재 양성과 우리 대학생의 경쟁력강화를 위해 아래와 같이 정보통신기획평가원 주관 2025학년도 상반기 글로벌과정 ICT학점연계 프로젝트 인턴십에 참여를 원하는 학생은 2025. 01. 09.(목)까지 신청하여 주시기 바랍니다.가. 프로그램명: 2025년 상반기 글로벌 ICT학점연계 프로젝트 인턴십나. 추천인원: 제한없음다. 주요일정글로벌과정일정내용신청자격 24.12.13.~ 25.1.9. 17:00참여대학 신청서 제출  국적: 대한민국  학기: 6학기 이상 이수자  전공: IT관련 전공, 부전공,복",2024-12-23 14:08:11.0
전자컴퓨터공학부,2025학년도 1학기 모집단위간이동(전과) 안내(접수: 1/8~10)( 25.1.6.업데이트),https://eceng.jnu.ac.kr/bbs/eceng/3287/903466/artclView.do,2025.1.6. 업데이트 사항  ▶ 접수 기간 변경  - 변경전 : 2025.1.7.(화) ~ 9.(목)  - 변경후 : 2015.1.8.(수) ~ 10.(금)2025학년도 1학기 모집단위간이동(전과)를 다음과 같이 실시하오니 해당 기간 내 신청하기 바랍니다.  1. 주요 일정구분일정비고공고2024. 12. 18.(수)홈페이지원서 접수2025. 1. 8.(수) ~ 1. 10.(금)포털 신청전출 승인2025. 1. 13.(월)학과(부) 및 대학전출 합격자 발표2025. 1. 17.(금)홈페이지전입 대상자 사정 및 선발2025.,2024-12-18 14:12:15.0
전자컴퓨터공학부,"2025학년도 1학기 부·복수(연계)·융합전공, 마이크로디그리 취소 신청 및 이수자 선발 안내",https://eceng.jnu.ac.kr/bbs/eceng/3287/903370/artclView.do,"2025학년도 1학기 부 복수(연계) 융합전공 취소 신청 및 이수자 선발을 아래와 같이 실시하오니 해당 일정에 따라 신청하시기 바랍니다. 1. 허용 학과(부) 및 전공 가. 복수전공 및 부전공: 간호대학, 수의과대학, 약학대학, 예술대학(디자인학과 및 미술학과 제외), 의과대학, 치의학전문대학원 학 석사통합과정, 자율전공학부를 제외한 전 학과(부) 나. 융합전공: 로봇공학융합전공, 미래에너지공학융합전공, 지능실감미디어융합전공, 데이터사이언스융합전공, 지식재산융합전공, 국제개발협력학융합전공2. 지원 자격 및 선발 기준 가. 복수(연계",2024-12-18 10:23:04.0
전자컴퓨터공학부,2024학년도 하반기 대학원 총장명예장학(CNU GS-PHF) 추가 선발 안내(~12/23),https://eceng.jnu.ac.kr/bbs/eceng/3287/903234/artclView.do,"2024학년도 하반기 대학원 총장명예장학(CNU GS-PHF) 추가 선발 계획을 다음과 같이 안내하오니 많은 신청 바랍니다.   1. 지원자격    가. 선정기준 : 본부 및 학과 선정기준에 모두 충족하는 2025학년도 전기 일반대학원 석 박사통합과정 신입생(합격자)과정본부 선정기준(기준1, 2 모두 충족 필요)학과 선정기준석 박사통합[기준1] 동일 계열 학과 졸업생 + 전일제 학생[기준2] 학부 졸업평점 3.75(4.5만점) 이상인 학생▶전자컴퓨터공학과 : 학과장 추천서 제출▶지능전자컴퓨터공학과 : 학과장 추천서 제출※ 학과 심사",2024-12-17 17:23:54.0
전자컴퓨터공학부,2025학년도 제1학기 휴학·복학 신청 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/903143/artclView.do,1. 신청기간 가. 휴학휴학 종류신청 기간대상자일반휴학(등록)2025. 2. 18.(화) ~ 4. 24.(목)  등록금 납부 후 휴학을 원하는 자일반휴학(미등록)2025. 2. 18.(화) ~ 2. 21.(금)  등록금 납부하지 않고 휴학을 원하는 자※ 등록 기간 내에만 휴학 신청 가능휴학연장2025. 2. 18.(화) ~ 2. 21.(금)  휴학 만료일이 2025. 2. 28.까지인 자군휴학(복무신고)입영일 한 달 전 ~ 입영일  학기 중에 군입대하는 학생 중 미등록으로 군휴학을 원하는 자는 일반휴학(미등록) 신청 승인 후 복무신,2024-12-17 14:33:09.0
전자컴퓨터공학부,2025학년도 1학기 학부 및 대학원 재입학 실시 안내(접수: 1/2~8),https://eceng.jnu.ac.kr/bbs/eceng/3287/903058/artclView.do,2025학년도 1학기 학부 및 대학원 재입학 실시에 대해 알려드리니 재입학 희망학생은 아래 일정에 따라 원서를 제출바랍니다.가. 세부 일정업무명일정비고실시 공고2024. 12. 16.(월)대학 홈페이지 공지(본부)재입학 원서접수2025. 1. 2.(목) ~ 1. 8.(수)학생   학과사무실(공7-226)제출서류: 재입학원서 1부대상자 내신2025. 1. 9.(목) ~ 1. 15.(수)학과(부)   단과대학재입학 허가2025. 1. 27.(월)대학 홈페이지 공지(본부)나. 재입학 대상자 및 제외자대상자제외자학부생대학원생◦미복학 미등록,2024-12-17 10:40:29.0
전자컴퓨터공학부,2024학년도 동계방학 셔틀버스(광주↔여수캠퍼스) 운행 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/902859/artclView.do,"2024학년도 동계방학 셔틀버스를 다음과 같이 운행하고자 합니다.가. 운행 목적: 광주 여수캠퍼스 간 행정업무 지원 및 우편물, 도서 운송 등 나. 운행 기간: 2024. 12. 26.(목) ~ 2025. 02. 28.(금) [월, 화, 목, 금 운행하고, 수, 토, 일, 공휴일 미운행]다. 운행 차량: 광주캠퍼스(41인승), 여수캠퍼스(44인승) 대형버스 각 1대라. 운행 현황운행경로운행요일승차장소출발시간도착시간비 고광주   여수월, 금광주캠퍼스 용지 삼거리10:0011:30 여수캠퍼스 로터리16:0017:30 여수   광주화,",2024-12-13 17:23:25.0
전자컴퓨터공학부,기말고사 응원 간편식나눔 이벤트 안내(12/17~20 10:00~11:00),https://eceng.jnu.ac.kr/bbs/eceng/3287/902794/artclView.do,"2024학년도 2학기 시험기간 동안 학생들에게 간편식 아침식사를 무상제공하여 식사시간을 절약하면서 학업에 전념할 수 있도록 응원하고자 「기말고사 응원 간편식나눔 이벤트」를 진행하오니 학생 여러분께서는 많이 이용해 주시기 바랍니다. 1. 제공 기간  - 2024. 12. 17.(화) ~ 12. 20.(금) [4일간]2. 배부 장소 및 시간  - 시간: 10:00~11:00 [1시간]  - 장소: 도서관별관 1층, 공대7호관 1층 로비, 진리관 2층 로비3. 대상: 재학생(학부 및 대학원생만 가능)4. 제공인원 : 매일 선착순 300명",2024-12-13 11:14:00.0
전자컴퓨터공학부,2024학년도 동계 계절학기 수강취소 안내,https://eceng.jnu.ac.kr/bbs/eceng/3287/902573/artclView.do,2024학년도 동계 계절학기 수강취소에 관한 사항을 다음과 같이 안내합니다. 1. 취소기간구분수강취소 기간환불금액취소 방법개강 전수강취소2024. 12. 19.(목) 09:00～2024. 12. 20.(금) 18:00전액학생포털을 이용하여 학생 본인이 직접 전산 취소개강 후수강취소2024. 12. 26.(목) 09:00~ 2025. 1. 2.(목) 18:00수강료의 2/3환불2025. 1. 3.(금) 09:00～ 2025. 1. 6.(월) 18:00수강료의 1/2환불2025. 1. 6.(월) 18:00 이후 수강취소 및 환불 불가,2024-12-11 15:59:50.0
