학부,제목,링크,내용,작성일
지구환경과학부 지질환경전공,사학연금공단 2025학년도 1학기 대학생 현장실습학기제 실습생 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/906625/artclView.do,"우리 대학 학생들의 산업 현장에 대한 이해 증진 및 진로 탐색을 위한 「사학연금공단 2025학년도 1학기 대학생 현장실습학기제」 모집을 아래와 같이 안내하오니관심있는 학생은 2025. 1. 22.(수) 18:00까지 학과실로 연락 바랍니다.1. 실습기업(관)명: 사학연금공단2. 모집인원: 총 7명3. 실습기간: 2025. 03. 04.(월)   2025. 07. 10.(목) [18주]4. 모집안내  가. 지원자격: 3,4학년 재학생  나. 선발 및 추천기준    - 성적(80점) 및 자기계발활동기록부 점수(20점)을 합산하여 고득점",2025-01-21 10:27:44.0
지구환경과학부 지질환경전공,2025년 서울런 멘토단 참여 신청 안내,https://geology.jnu.ac.kr/bbs/geology/2871/906473/artclView.do,"서울시에서 청소년의 체계적 학습 지원 및 대학생 인재의 지식나눔 기회 제공을 위하여 추진하는 2025년 서울런 멘토단에 참여하고자 하는 학생을 모집하오니, 참여를 희망하는 학생은 '25.1.20.(월) 14:00까지 학과실로 서류를 제출하여 주시기 바랍니다.가. 활동명: 2025년 서울런 멘토단나. 활동기간: '25.3.~'26.2.다. 활동내용:  서울런  수강생을 대상으로 1:1 학습관리 및 상담라. 지원자격: (비대면) 전국 대학(원)생, (대면) 수도권 대학(원)생 ※ 휴학생 포함마. 선발조건: (필수) 직전 학기 학점 C+",2025-01-17 17:40:39.0
지구환경과학부 지질환경전공,외국인 유학생을 위한 심리상담 서비스 안내,https://geology.jnu.ac.kr/bbs/geology/2871/906134/artclView.do,"학생생활상담센터에서는 2024년 11월부터 현재까지 외국인 유학생을 위한 1:1 비대면 심리상담 서비스를 영어로 제공하고 있습니다.2025년 1월부터는 한국어와 영어에 능통하지 않은 외국인 유학생에게 심리적 위기 상황이 발생할 때를 대비하여 광주북구가족센터를 포함하여 지역사회 관련 기관으로부터 필리핀어, 몽골어, 베트남어, 중국어, 캄보디아어 등 다양한 언어 통역 지원을 받아 외국인 유학생의 심리적 위기에 대처하고 안정화될 수 있도록 지원하고자 합니다.심리상담을 희망하는 외국인 유학생(재학 중인 학부생 및 대학원생)은 참고하여 하단",2025-01-15 10:10:18.0
지구환경과학부 지질환경전공,2025학년도 2학기 해외 파견 교환학생 선발 안내,https://geology.jnu.ac.kr/bbs/geology/2871/905865/artclView.do,"2025학년도 2학기 해외 파견 교환학생을 다음과 같이 선발합니다. 가. 파견대학 및 선발 예정인원: 23개국 59개교 177명  - 이 중 22개국 48개 대학은 대학원생 지원 가능 (엑셀파일에 별도 표기됨)  - 일본, 중국은 2차 모집 시 지원 가능나. 파견기간: 2025년 7월 ~ 2026년 5월 중 (한 학기 또는 1년 파견)다. 추진일정  1) 모집공고 및 신청서 접수:    -1차:  25. 1. 6.(월) ~ 1. 20.(월)    -2차:  25. 2. 17.(월) ~ 3. 4.(화)  2) 선발시험(외국어 구술 및",2025-01-13 10:03:28.0
지구환경과학부 지질환경전공,재학생 대상 「2024년 영어학습센터 1:1 무료 코칭」안내,https://geology.jnu.ac.kr/bbs/geology/2871/904093/artclView.do,"언어교육원에서는 우리 대학 학부 재학생의 자기주도 영어학습 성과 제고를 위해 영어학습센터 1:1 코칭 서비스를 다음과 같이 무료로 진행하고 있습니다. 관심있는 학생들의 많은 참여 바랍니다.1. 목적 및 배경  가. 재학생 자기주도 영어학습 성과 제고를 위한 학습 지원 서비스 강화  나. 자기주도적 학습 역량 강화에 따른 영어 의사소통능력 함양2. 운영일정: 2024. 12. 20.(금) ~ 2025. 2. 21.(금) (상시 운영)3. 운영내용: 개인별 맞춤형 1:1 무료 코칭               (영역: 원어민 말하기, 원어",2024-12-24 08:58:38.0
지구환경과학부 지질환경전공,2025년 삼성드림클래스 대학생멘토 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/903339/artclView.do,"삼성드림클래스에서는 중학생들의 롤모델로서 우수한 역량과 봉사정신을 겸비한 대학생멘토를 선발하여 운영하고 있으니, 관심 있는 학생들의 많은 지원 바랍니다.붙임 1. (공고문) 2025년 삼성드림클래스 대학생멘토 선발 공고 1부.       2. (포스터) 2025년 삼성드림클래스 대학생멘토 선발 공고 1부. 끝.",2024-12-18 09:35:42.0
지구환경과학부 지질환경전공,2025학년도 2학기 국제인턴(델라웨어주립대-디즈니) 프로그램 참가 안내,https://geology.jnu.ac.kr/bbs/geology/2871/902180/artclView.do,우리 대학 학생들의 국제적 현장 실무 감각 및 업무 수행 능력 증진을 위한 2025학년도 2학기 미국 델라웨어주립대-디즈니 프로그램 참가자를 모집하오니 관심있는 학생들은 신청하여 주시기 바랍니다. 1. 파견기간: 2025학년도 2학기 (2025. 7. 8. ~ 2026. 1. 15.)2. 파견기관: 미국 델라웨어주립대(Delaware State University) 및 디즈니 월드 리조트3. 프로그램 내용: 미국 델라웨어주립대 단기 강의 수강 및 디즈니 월드 리조트 인턴십4. 추진일정  가. 접수마감: 2024. 12. 22.(일),2024-12-09 16:53:33.0
지구환경과학부 지질환경전공,2024학년도 전남대 학생 후생복지시설 만족도 실시 안내,https://geology.jnu.ac.kr/bbs/geology/2871/901116/artclView.do,"우리 대학 학생 후생복지시설의 개선을 위하여 「2024학년도 전남대 학생 후생복지시설 만족도 조사」를 다음과 같이 실시하오니 참여하여 주시기 바랍니다.가. 조사기간: 2024. 11. 25.(월) ~ 12. 6.(금)나. 조사대상: 전남대학교 소속 교직원 및 학생다. 조사내용: 전남대 후생복지시설(구내식당, 카페, 편의점, 문구점) 이용자 만족도라. 참여방법: 온라인 설문조사 참여 또는 전남대 홈페이지 공지사항마. 참여주소: https://forms.gle/84BhTQE76S8HTikAA",2024-11-25 11:22:27.0
지구환경과학부 지질환경전공,2025년도 「꿈 실현금 인생학교」 대학생 멘토 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/900650/artclView.do,"재단법인 전남미래교육재단은 전라남도교육청 출자 출연 기관으로 도내 재학 중인 초, 중, 고등학생을 대상으로 「꿈 실현금」을 지원하는 장학사업을 하고 있습니다.또한, 학생들이 「꿈 실현금」을 자기주도적으로 사용하도록 「꿈 실현 인생학교」 프로그램을 운영하고 있습니다. 이에 실질적인 도움을 줄 수 있는  꿈 실현  대학생 멘토를 다음과 같이 모집하고자 하오니 학부생 및 대학원생 여러분들의 많은 관심과 참여 바랍니다. 가. 프로그램 개요1) 프로그램명: 2025년도 「꿈 실현금 인생학교」2) 운영 기간: 2025. 1. ~ 2026. 1",2024-11-20 09:37:56.0
지구환경과학부 지질환경전공,[광주전남 지역혁신플랫폼 대학교육혁신본부] 지역자원 기반 창업역량 강화 캠프모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/898790/artclView.do,광주전남 지역혁신플랫폼이 지원하고 전남대학교 경영대학에서 주관하는  지역 자원 기반 창업역량 강화 캠프  프로그램을 운영하오니창업에 관심있는 학생들은 참여하여 주시기 바랍니다. 1. 모집기간: 2024년 10.19(토) ~ 10.29(화)2. 접수방법: 온라인접수(e-mail:ose1311@jnu.ac.kr)3. 모집대상: 광주전남 지역혁신플랫폼 참여대학 15개교 재학생4. 장    소: 금호화순스파리조트5. 추진기간: 2024.11.01.(금) ~ 2024.11.02.(토)6. 참 가 비: 무료7. 문    의: 전남대학교 경영대,2024-10-28 09:29:07.0
지구환경과학부 지질환경전공,2024학년도 동계 5만기행 단기 탐방 프로그램 참가자 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/897127/artclView.do,"UN의 지속가능한발전목표(SDGs) 17개를 중심으로 본교생이 자발적으로 기획한 주제에 따라 체험, 탐방 학습의 기회를 제공하고 글로컬 우수 인재로 양성하고자 2024학년도  동계 「5만기행(五萬起行)」 프로그램 참가자를 모집하오니 학생들의 많은 참여 바랍니다   1. 참가대상: 지난 10년간 해외 방문 경험이 없는 본교 학부 및 대학원 재학생2. 내    용: 학생이 직접 기획하여 2024 동계 방학 기간 아시아 내 국가 탐방3. 접수방법: 성장마루 접수 (https://grow.jnu.ac.kr/ko/)4. 선발인원: 총 100",2024-10-07 18:29:36.0
지구환경과학부 지질환경전공,「2024 전남대학교 지역봉사」 참여학생 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/896047/artclView.do,인구감소로 인해 어려움을 겪는 농어촌 지역에 일손돕기를 지원하는 「2024년 전남대학교 농어촌 지역봉사」에 많은 학생들의 참여 바랍니다.가. 사 업 명: 2024 전남대학교 지역봉사 활동나. 활동 기간: 2024. 10.10.(목) ~ 2024. 10.12.(토) [2박3일]다. 참가인원: 학부 재학생 25명라. 활동 지역: 전남 고흥군마. 신청 기간 및 방법  - 기간: 2024. 9. 20.(금)~9. 26.(목)  - 방법: 지원서(붙임1)신청서 작성후 학생과 담당자 메일 제출(cube@jnu.ac.kr)붙임 2024 전남대학,2024-09-23 14:24:30.0
지구환경과학부 지질환경전공,2024학년도 2학기 CNU 학습공동체 공모 안내,https://geology.jnu.ac.kr/bbs/geology/2871/894289/artclView.do,"교육혁신본부에서는 대학생 간 협력학습을 통한 학습역량 강화를 목적으로 운영하는 「CNU 학습공동체」의 참여자를 모집합니다. 많은 학생들의 관심과 참여 바랍니다. 가. 신청 기간: 2024년 9월 2일(월)~9월 12일(목) 오후 4시나. 신청 대상: 광주캠퍼스 대학생다. 신청 형태  1) 유형1(자율형): 대학생 3~5명, 모둠을 형성하여 신청  2) 유형2(지원형): 대학생 1명, 개인으로 신청    ※ 개인으로 신청한 경우 공모 마감 후 개인 신청자 중 모둠 형성 지원라. 신청 방법: 비교과 통합 플랫폼  성장마루 (https:",2024-09-04 11:08:52.0
지구환경과학부 지질환경전공,2024학년도 2학기 「이뭣고-교학상장」 공모 안내,https://geology.jnu.ac.kr/bbs/geology/2871/894049/artclView.do,"교육혁신본부에서는 재학생의 대학생활 적응력 향상 및 전공과 진로 탐색 기회 제공을 목적으로 운영하는 「이뭣고-교학상장」의 참여 모둠을 공모합니다. 학생들의 많은 관심과 참여 바랍니다. 1. 참여대상  가. 캠퍼스: 광주, 여수 캠퍼스  나. 지도교수: 전임교수  다. 참여학생: 본교 재학 중인 대학생 1~4학년2. 모둠구성(1모둠 기준): 교수 1명, 재학생 4~6명 내외3. 모임주제: 재학생의 대학생활 적응, 전공 및 진로에 관해 이해를 돕는 내용4. 공모기간: 2024. 9. 6.(금) ~ 9. 23.(월)5. 신청방법: 비교과",2024-09-03 10:35:19.0
지구환경과학부 지질환경전공,2024년도 하반기 동아리 알림아리 행사 개최 안내,https://geology.jnu.ac.kr/bbs/geology/2871/893959/artclView.do,"2024학년도 2학기 개강을 맞이하여 동아리 알림아리 행사를 다음과 같이 개최하오니, 관심있는 학생들은 참고하여 주시기 바랍니다.1. 기간: 2024.9.4.(수) 10:00~21:302. 장소: 5 18 광장 일대3. 내용: 동아리 홍보 부스 운영 및 버스킹 공연, 용봉 야시장 운영 등4. 참여동아리: 5개분과 59개 동아리5. 주관: 전남대학교 총동아리연합회 붙임 2024년도 하반기 동아리 알림아리 행사내용 1부. 끝.",2024-09-02 16:03:25.0
지구환경과학부 지질환경전공,『대학생이 반드시 지켜야 할 저작권 상식』 안내,https://geology.jnu.ac.kr/bbs/geology/2871/893957/artclView.do,"문화체육관광부와 한국저작권보호원은 그동안 대학가의 출판물 불법복제 근절을 위해 침해 예방 홍보와 단속을 시행하고 있으나, 대학 교내외 복사업체 및 셀프 스캔업체를 통한 대학교재 등 출판물의 불법복제로 「저작권법」 위반사례의 지속적인 발생이 우려되는 상황입니다.대학 내 불법복제물 제작과 불법유통 예방을 위해 학생 및 교직원에 대한 저작권 보호 인식 개선과 교내 복사업체를 통한 교재 불법복사 및 PDF파일 불법 공유 등 저작권 침해 행위가 발생되지 않도록 『대학생이 반드시 지켜야 할 저작권 상식』을 배포하오니 학생들은 숙지하여 주시기",2024-09-02 15:56:54.0
지구환경과학부 지질환경전공,국립대학 육성사업 학생모니터링단 6기 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/893893/artclView.do,"전남대학교는 국립대학 경쟁력 및 공적 역할 강화를 통한 지역혁신선도를 목표로 국립대학 육성사업을 수행하고 있습니다. 사업에 대한 대학 구성원 및 지역민의 관심과 참여를 이끌어 내고 나아가 전남대학교의 경쟁력을 강화하는데 함께할 학생모니터링단 6기를 모집합니다. 1. 지원자격: 우리 대학 학부 재학생  ※ 활동 기간 종료까지 재학 상태 유지 필수/활동 기간 중 학적변동(휴학/자퇴/제적/졸업/졸업예정/군휴학 등), 교환학생, 해외파견 등 진행 예정인 경우 지원 불가 2. 모집기간: 2024. 8. 30.(금) ~ 9. 15.(일) 3.",2024-09-02 09:56:01.0
지구환경과학부 지질환경전공,「3단계 산학연협력 선도대학 육성사업단(LINC 3.0)」 외국인 유학생 창업 교육 프로그램 모집 공고,https://geology.jnu.ac.kr/bbs/geology/2871/893584/artclView.do,"『3단계 산학연협력 선도대학 육성사업단(LINC 3.0)』에서는 외국인 유학생 대상 창업 교육 기회를 제공하여 창업 인프라 확충을 도모하고 지역 창업 활성화 및 우수 해외인력 확보를 위해 「외국인 유학생 창업 교육 프로그램」를 운영하고자 하오니 많은 신청 바랍니다.1. 프로그램명: 외국인 유학생 창업 교육 프로그램(RISE LOCALIAN)2. 모집 대상: 창업을 준비하려는 전남대학교 소속 외국인 유학생 30명 내외3. 세부 일정  가. 운영 기간: 2024. 9. 5.(목) ~ 2024. 9. 26.(목), 총 4회차  나. 운영",2024-08-28 16:12:46.0
지구환경과학부 지질환경전공,2024학년도 CNU전공-나눔연계 국외봉사 단원 모집 안내,https://geology.jnu.ac.kr/bbs/geology/2871/893539/artclView.do,"2024학년도 CNU전공-나눔연계 국외봉사 모집에 대하여 안내드리오니 학생들의 많은 참여 바랍니다.구분국제자원활동국제워크캠프파견국가라오스태국, 캄보디아, 인도네시아모집인원12명10명홍보기간'24.8.28.(수) 9.11.(수)'24.9.5.(목) 9.20.(금)접수기간'24.9.9.(월) 9.11.(수)'24.9.13.(금) 9.20.(금)면접일자'24.9.20.(금) 15:00'24.9.27.(금) 15:00최종합격 공고일'24.9.24.(화) 14:00'24.10.2.(수) 14:00 붙임 1. 2024학년도 동계 국제자원활동",2024-08-28 13:39:03.0
지구환경과학부 지질환경전공,2024학년도 2학기 학생건강검진 실시 안내,https://geology.jnu.ac.kr/bbs/geology/2871/892670/artclView.do,"보건진료소에서는 학생 개인의 건강관리를 위하고 대학내 감염병 질환을 예방하기 위해 2024학년도 2학기 학생건강검진을 다음과 같이 실시합니다. 1. 실시기간 : 2024. 8. 26.(월) ~ 9. 13.(금)2. 시간 및 장소  - 보건진료소(제1학생마루 2층) 09:30~11:30, 13:00~16:30    *2학기 건강검진은 광주캠퍼스만 진행합니다.3. 대상자  - 1학기 건강검진 기간에 수검하지 못한 학생 중    가. 재학생    나. 생활관 입주 희망자 중 건강검진이 필요한 학생4. 검진항목 : 기초 체격검사, 혈압,",2024-08-20 14:51:46.0
지구환경과학부 지질환경전공,2024 전남대학교 JOB FESTA 행사 안내,https://geology.jnu.ac.kr/bbs/geology/2871/892663/artclView.do,"우리 대학 재학생 및 졸업생, 지역청년을 대상으로 청년이 선호하는 기업의 직무 및 채용정보를 제공하기 위한 「2024 전남대학교 JOB FESTA」를 아래와 같이 개최하고자 하오니 많은 학생들의 참여 바랍니다. 1. 행 사 명: 2024 전남대학교 JOB FESTA2. 행사일시: 2024. 9. 10.(화) 10:00~17:00 [개회식 11:00]3. 행사장소: 전남대학교 5 18광장 일대4. 행사방법: 대면행사5. 참여대상: 전남대학교 재학생 및 졸업생, 지역청년 2천여명6. 추진규모: 75개 부스 구성(2024 전남대학교 JO",2024-08-20 14:35:35.0
